entity_id,entity_type,year,address
E000503,lab,1991,361 Canal Blvd
E000504,forwarder,2020,25 Canal Blvd
E000505,insurer,2020,224 Cedar Ave
E000506,insurer,2023,795 Harbor Blvd
E000507,broker,1995,810 Quartz Ave
E000508,broker,2006,610 Canal Blvd
E000509,forwarder,2012,224 Foundry Blvd
E000510,lab,2014,342 Harbor St
E000511,firm,2007,669 Cedar Blvd
E000512,broker,2004,415 Cedar Ave
E000513,forwarder,1994,253 Harbor St
E000514,broker,1995,854 Canal St
E000515,lab,1997,72 Cedar Rd
E000516,broker,2017,831 Canal Blvd
E000517,firm,2023,686 Foundry Blvd
E000518,firm,2019,973 Foundry Ave
E000519,firm,2000,614 Canal Blvd
E000520,forwarder,1990,200 Quartz St
E000521,firm,1995,956 Cedar Blvd
E000522,firm,1991,866 Quartz Ave
E000523,firm,2022,413 Canal Ave
E000524,forwarder,2001,502 Canal Ave
E000525,insurer,2004,509 Canal Blvd
E000526,insurer,1991,268 Harbor Ave
E000527,firm,1999,947 Cedar Ave
E000528,insurer,1999,257 Cedar Ave
E000529,firm,2009,190 Foundry Rd
E000530,insurer,2007,31 Canal Ave
E000531,lab,1995,195 Quartz Ave
E000532,lab,1990,979 Harbor Blvd
E000533,broker,2014,879 Cedar St
E000534,broker,2011,787 Canal Blvd
E000535,lab,1991,641 Cedar Rd
E000536,insurer,1998,488 Cedar Blvd
E000537,lab,2018,309 Cedar Rd
E000538,broker,2000,908 Harbor Ave
E000539,broker,2017,403 Harbor Rd
E000540,broker,2019,105 Canal Rd
E000541,firm,2019,740 Harbor Blvd
E000542,forwarder,2011,260 Quartz Rd
E000543,insurer,1995,311 Quartz Ave
E000544,firm,2004,921 Cedar Ave
E000545,insurer,1999,296 Harbor Ave
E000546,lab,2001,430 Harbor Ave
E000547,forwarder,2003,310 Canal Rd
E000548,insurer,2001,95 Quartz Rd
E000549,forwarder,2016,657 Cedar Blvd
E000550,lab,2020,257 Canal Rd
E000551,firm,2019,418 Foundry St
E000552,insurer,2011,306 Harbor Rd
E000553,lab,2012,654 Quartz Ave
E000554,broker,2006,686 Quartz Rd
E000555,broker,2000,217 Cedar Blvd
E000556,insurer,2006,448 Foundry Ave
E000557,forwarder,1992,852 Harbor Ave
E000558,lab,1992,269 Canal Blvd
E000559,lab,1991,994 Foundry Blvd
E000560,forwarder,2017,823 Quartz St
E000561,forwarder,2003,635 Harbor Ave
E000562,lab,1996,354 Harbor Blvd
E000563,lab,2009,222 Cedar Blvd
E000564,insurer,1994,450 Quartz Rd
E000565,broker,2002,257 Cedar St
E000566,insurer,2021,192 Harbor Ave
E000567,lab,2019,66 Harbor St
E000568,lab,2006,39 Canal St
E000569,forwarder,1998,394 Canal Rd
E000570,lab,2014,446 Harbor Rd
E000571,insurer,2004,549 Harbor Rd
E000572,firm,2024,538 Quartz Rd
E000573,forwarder,2011,939 Canal St
E000574,lab,2004,799 Foundry St
E000575,lab,2005,356 Canal Rd
E000576,broker,2013,566 Cedar St
E000577,broker,2023,844 Foundry St
E000578,forwarder,2014,582 Canal Rd
E000579,forwarder,2007,336 Canal Blvd
E000580,broker,1993,103 Foundry Ave
E000581,forwarder,1991,353 Harbor Ave
E000582,lab,2004,681 Foundry Rd
E000583,firm,1999,268 Harbor Ave
E000584,forwarder,2012,296 Canal Ave
E000585,firm,1998,270 Cedar St
E000586,forwarder,2009,119 Canal Rd
E000587,broker,2017,437 Canal Rd
E000588,forwarder,1997,707 Cedar Ave
E000589,lab,2002,407 Harbor Ave
E000590,forwarder,1994,835 Foundry Blvd
E000591,insurer,2005,652 Cedar Blvd
E000592,forwarder,2004,303 Canal St
E000593,broker,2025,543 Foundry Rd
E000594,firm,1999,20 Quartz Rd
E000595,firm,2009,945 Foundry Ave
E000596,firm,2006,872 Harbor Ave
E000597,broker,2018,919 Cedar Blvd
E000598,firm,1999,560 Harbor Rd
E000599,broker,2023,132 Foundry Blvd
E000600,lab,1990,519 Harbor St
E000601,lab,2016,156 Cedar St
E000602,insurer,2010,150 Canal St
E000603,firm,2006,251 Cedar Ave
E000604,firm,2019,122 Canal Ave
E000605,firm,2002,215 Harbor Blvd
E000606,lab,1991,272 Cedar Rd
E000607,insurer,2014,338 Foundry Rd
E000608,lab,1995,615 Harbor Rd
E000609,lab,2018,881 Canal St
E000610,firm,2019,827 Cedar Blvd
E000611,lab,1997,271 Quartz Blvd
E000612,lab,2001,859 Foundry Blvd
E000613,lab,2010,309 Foundry Rd
E000614,insurer,2015,471 Foundry Blvd
E000615,broker,2002,917 Foundry Rd
E000616,forwarder,2007,781 Canal St
E000617,broker,2015,510 Cedar Rd
E000618,firm,2019,110 Cedar Blvd
E000619,lab,2016,117 Cedar Rd
E000620,forwarder,2008,424 Canal Blvd
E000621,firm,2025,303 Quartz Ave
E000622,forwarder,2025,37 Foundry Blvd
E000623,broker,2016,362 Cedar Rd
E000624,firm,1998,674 Cedar Rd
E000625,forwarder,2017,700 Canal Rd
E000626,lab,2017,702 Foundry Ave
E000627,forwarder,2025,406 Cedar Rd
E000628,broker,1996,527 Cedar Blvd
E000629,firm,2024,702 Cedar Ave
E000630,firm,2022,967 Cedar Ave
E000631,insurer,2011,194 Canal Blvd
E000632,insurer,1994,440 Canal Ave
E000633,insurer,2006,783 Canal St
E000634,insurer,2001,207 Cedar Rd
E000635,lab,2005,45 Harbor Ave
E000636,broker,1999,424 Cedar St
E000637,broker,2015,504 Quartz Rd
E000638,lab,2022,731 Quartz Ave
E000639,lab,1992,818 Foundry Rd
E000640,forwarder,2023,738 Canal Blvd
E000641,firm,1995,788 Quartz St
E000642,firm,2016,489 Harbor Blvd
E000643,forwarder,2010,834 Cedar Ave
E000644,lab,2004,997 Harbor Blvd
E000645,insurer,2020,564 Canal Blvd
E000646,insurer,2013,884 Foundry St
E000647,firm,1992,185 Cedar Rd
E000648,firm,1999,739 Foundry St
E000649,firm,2009,832 Canal St
E000650,firm,1993,842 Quartz St
E000651,lab,1995,334 Canal Blvd
E000652,broker,2013,788 Harbor Ave
E000653,forwarder,2009,846 Cedar Blvd
E000654,forwarder,1998,803 Harbor Blvd
E000655,forwarder,1993,617 Cedar Rd
E000656,broker,2023,709 Harbor St
E000657,insurer,2023,589 Harbor St
E000658,forwarder,2015,450 Harbor Blvd
E000659,forwarder,1990,236 Harbor Blvd
E000660,lab,2022,566 Canal Ave
E000661,lab,2018,558 Cedar St
E000662,firm,2006,893 Harbor Ave
E000663,broker,1990,202 Foundry Ave
E000664,firm,2014,671 Quartz Blvd
E000665,firm,2011,852 Quartz St
E000666,lab,2010,267 Cedar Ave
E000667,firm,1999,52 Harbor Rd
E000668,insurer,2015,852 Canal Blvd
E000669,lab,2003,189 Harbor St
E000670,broker,1999,222 Foundry Ave
E000671,insurer,1999,783 Harbor Blvd
E000672,broker,1998,62 Canal Rd
E000673,forwarder,2013,75 Cedar Ave
E000674,forwarder,1991,947 Quartz St
E000675,insurer,2018,683 Quartz Ave
E000676,broker,2025,202 Cedar Rd
E000677,broker,2025,182 Quartz Blvd
E000678,firm,2021,76 Canal Blvd
E000679,broker,2022,64 Harbor Ave
E000680,forwarder,2001,493 Quartz St
E000681,forwarder,2006,135 Foundry Ave
E000682,broker,1994,369 Cedar Blvd
E000683,lab,1995,878 Quartz St
E000684,forwarder,2002,907 Canal Ave
E000685,firm,2014,20 Harbor Ave
E000686,firm,2002,912 Harbor Blvd
E000687,lab,2022,721 Harbor St
E000688,firm,1999,722 Canal Ave
E000689,insurer,2006,126 Quartz Blvd
E000690,forwarder,1994,923 Foundry St
E000691,insurer,1997,946 Harbor Ave
E000692,lab,2001,202 Cedar Ave
E000693,insurer,2020,520 Quartz Ave
