R000099,E000585,topic,0.6452
R000100,E000467,topic,0.857
R000101,E001296,topic,0.8837
R000102,E001506,topic,0.6169
R000103,E000197,topic,0.7452
R000104,E000636,topic,0.3851
R000105,E001787,topic,0.0716
R000106,E000761,topic,0.5523
R000107,E001876,topic,0.7131
R000108,E001026,topic,0.6701
R000109,E001116,topic,0.8178
R000110,E000514,topic,0.0956
R000111,E000105,topic,0.7668
R000112,E001963,topic,0.8872
R000113,E000432,topic,0.2144
R000114,E001211,topic,0.7656
R000115,E001459,topic,0.8958
R000116,E001603,topic,0.1968
R000117,E000884,topic,0.8908
R000118,E000670,topic,0.3992
R000119,E001444,topic,0.4763
R000120,E001789,topic,0.9985
R000121,E001984,topic,0.7192
R000122,E000367,topic,0.6676
R000123,E001115,topic,0.7363
R000124,E000657,topic,0.0094
R000125,E000601,topic,0.6916
R000126,E000472,topic,0.5534
R000127,E001906,topic,0.9256
R000128,E000584,topic,0.7348
R000129,E000565,topic,0.6969
R000130,E000085,topic,0.7455
R000131,E001994,topic,0.882
R000132,E000434,topic,0.1913
R000133,E000352,topic,0.4067
R000134,E001638,topic,0.2172
R000135,E001569,topic,0.1566
R000136,E000915,topic,0.7406
R000137,E001382,topic,0.1942
R000138,E000705,topic,0.4983
R000139,E000609,topic,0.542
R000140,E001234,topic,0.4362
R000141,E001081,topic,0.8009
R000142,E001051,topic,0.1968
R000143,E000471,topic,0.2008
R000144,E001155,topic,0.1005
R000145,E000121,topic,0.2851
R000146,E000030,topic,0.7623
R000147,E001594,topic,0.2718
R000148,E001004,topic,0.1432
R000149,E001451,topic,0.3598
R000150,E001593,topic,0.925
R000151,E001761,topic,0.8598
R000152,E001444,topic,0.1322
R000153,E000753,topic,0.366
R000154,E001027,topic,0.9045
R000155,E001764,topic,0.8364
R000156,E001094,topic,0.2389
R000157,E001562,topic,0.7508
R000158,E000485,topic,0.5595
R000159,E001984,topic,0.2757
R000160,E001042,topic,0.3557
R000161,E000215,topic,0.5206
R000162,E000854,topic,0.3448
R000163,E001789,topic,0.9267
R000164,E000299,topic,0.0257
R000165,E001762,topic,0.7753
R000166,E001730,topic,0.77
R000167,E001323,topic,0.6321
R000168,E001739,topic,0.9586
R000169,E000723,topic,0.3029
R000170,E001772,topic,0.7079
R000171,E000852,topic,0.5289
R000172,E001183,topic,0.7968
R000173,E001824,topic,0.5615
R000174,E001895,topic,0.8298
R000175,E000371,topic,0.6414
R000176,E001332,topic,0.366
R000177,E001066,topic,0.3095
R000178,E001813,topic,0.0608
R000179,E000031,topic,0.8258
R000180,E000776,topic,0.6543
R000181,E000136,topic,0.4688
R000182,E000743,topic,0.183
R000183,E000409,topic,0.7897
R000184,E001459,topic,0.6793
R000185,E000696,topic,0.0439
R000186,E001538,topic,0.3156
R000187,E000292,topic,0.6236
R000188,E001184,topic,0.471
R000189,E001655,topic,0.4313
R000190,E001614,topic,0.1181
R000191,E000310,topic,0.4309
R000192,E001547,topic,0.1408
R000193,E001502,topic,0.8825
R000194,E000835,topic,0.8635
R000195,E001522,topic,0.1803
R000196,E000205,topic,0.7543
R000197,E000032,topic,0.1279
R000198,E001368,topic,0.5255
R000199,E001909,topic,0.6673
R000200,E000297,topic,0.1663
R000201,E001314,topic,0.8654
R000202,E001406,topic,0.3418
R000203,E000405,topic,0.1807
R000204,E000327,topic,0.3037
R000205,E000632,topic,0.0461
R000206,E000091,topic,0.2333
R000207,E001844,topic,0.5142
R000208,E000960,topic,0.0215
R000209,E000512,topic,0.3544
R000210,E001990,topic,0.5743
R000211,E000691,topic,0.7352
R000212,E000295,topic,0.9066
R000213,E001400,topic,0.8293
R000214,E001231,topic,0.3787
R000215,E001488,topic,0.1448
R000216,E001856,topic,0.3959
R000217,E001173,topic,0.9886
R000218,E000199,topic,0.1936
R000219,E000035,topic,0.9355
R000220,E001633,topic,0.3219
R000221,E000232,topic,0.7894
R000222,E000732,topic,0.2461
R000223,E000244,topic,0.6763
R000224,E001728,topic,0.7654
R000225,E001334,topic,0.4044
R000226,E000178,topic,0.2887
R000227,E000040,topic,0.3269
R000228,E000993,topic,0.7955
R000229,E001335,topic,0.9561
R000230,E001596,topic,0.8705
R000231,E000665,topic,0.8089
R000232,E001631,topic,0.7309
R000233,E001755,topic,0.3431
R000234,E001916,topic,0.8163
R000235,E001646,topic,0.9232
R000236,E000335,topic,0.3923
R000237,E001025,topic,0.414
R000238,E000715,topic,0.7618
R000239,E000269,topic,0.887
R000240,E001909,topic,0.6474
R000241,E001494,topic,0.9225
R000242,E001026,topic,0.2001
R000243,E001644,topic,0.5537
R000244,E000477,topic,0.058
R000245,E000824,topic,0.1981
R000246,E001004,topic,0.5232
R000247,E001344,topic,0.1251
R000248,E000927,topic,0.7242
R000249,E000943,topic,0.2627
R000250,E001303,topic,0.5224
R000251,E000080,topic,0.7797
R000252,E001969,topic,0.7428
R000253,E000962,topic,0.8677
R000254,E001194,topic,0.2359
R000255,E001096,topic,0.7461
R000256,E001138,topic,0.8387
R000257,E000823,topic,0.8986
R000258,E000369,topic,0.9451
R000259,E000009,topic,0.4844
R000260,E001351,topic,0.2047
R000261,E001329,topic,0.7636
R000262,E001271,topic,0.5229
R000263,E000516,topic,0.3477
R000264,E000567,topic,0.0835
R000265,E000456,topic,0.1599
R000266,E001116,topic,0.8048
R000267,E001433,topic,0.4996
R000268,E001559,topic,0.8139
R000269,E000534,topic,0.2687
R000270,E001586,topic,0.7411
R000271,E000923,topic,0.0542
R000272,E000396,topic,0.4622
R000273,E000077,topic,0.552
R000274,E001275,topic,0.3793
R000275,E000023,topic,0.3886
R000276,E001686,topic,0.9618
R000277,E000990,topic,0.9452
R000278,E001750,topic,0.1084
R000279,E001395,topic,0.0347
R000280,E000481,topic,0.0014
R000281,E001229,topic,0.5549
R000282,E001094,topic,0.5466
R000283,E000640,topic,0.7883
R000284,E001551,topic,0.3897
R000285,E000839,topic,0.0735
R000286,E001689,topic,0.1993
R000287,E000080,topic,0.5696
R000288,E000254,topic,0.6888
R000289,E001452,topic,0.2365
R000290,E001511,topic,0.0666
R000291,E001234,topic,0.4644
R000292,E000130,topic,0.7311
R000293,E001872,topic,0.7063
R000294,E000380,topic,0.6298
R000295,E001775,topic,0.0935
R000296,E000495,topic,0.6061
R000297,E000199,topic,0.293
R000298,E001469,topic,0.581
R000299,E000417,topic,0.9204
R000300,E001481,topic,0.4066
R000301,E000084,topic,0.2394
R000302,E001808,topic,0.8663
R000303,E001487,topic,0.6852
R000304,E001368,topic,0.7469
R000305,E000865,topic,0.796
R000306,E001385,topic,0.5039
R000307,E001535,topic,0.3777
R000308,E000693,topic,0.5707
R000309,E000223,topic,0.8292
R000310,E000470,topic,0.6445
R000311,E000671,topic,0.8956
R000312,E000717,topic,0.9567
R000313,E000935,topic,0.6728
R000314,E001134,topic,0.8193
R000315,E000740,topic,0.8229
R000316,E001575,topic,0.6238
R000317,E001511,topic,0.4774
R000318,E001336,topic,0.7452
R000319,E001392,topic,0.4904
R000320,E000916,topic,0.6607
R000321,E001439,topic,0.7246
R000322,E001095,topic,0.3024
R000323,E000903,topic,0.2749
R000324,E000272,topic,0.3677
R000325,E000933,topic,0.1588
R000326,E000916,topic,0.2935
R000327,E000156,topic,0.1332
R000328,E001348,topic,0.1772
R000329,E000822,topic,0.0943
R000330,E000774,topic,0.4868
R000331,E001413,topic,0.858
R000332,E001361,topic,0.1633
R000333,E001301,topic,0.3475
R000334,E001324,topic,0.8341
R000335,E000707,topic,0.1182
R000336,E000622,topic,0.0324
R000337,E001042,topic,0.9575
R000338,E001324,topic,0.2717
R000339,E000659,topic,0.0763
R000340,E001560,topic,0.2021
R000341,E001563,topic,0.8895
R000342,E000163,topic,0.9242
R000343,E000102,topic,0.3691
R000344,E000005,topic,0.5219
R000345,E001663,topic,0.7797
R000346,E001614,topic,0.4053
R000347,E000880,topic,0.0292
R000348,E001872,topic,0.5637
R000349,E000128,topic,0.2158
R000350,E001396,topic,0.3736
R000351,E000188,topic,0.3882
R000352,E000330,topic,0.8611
R000353,E000273,topic,0.4451
R000354,E001003,topic,0.4734
R000355,E001903,topic,0.4433
R000356,E000986,topic,0.9835
R000357,E000668,topic,0.274
R000358,E001257,topic,0.7533
R000359,E000912,topic,0.6578
R000360,E000282,topic,0.1021
R000361,E001127,topic,0.5766
R000362,E000611,topic,0.8117
R000363,E001312,topic,0.4282
R000364,E000541,topic,0.9045
R000365,E000174,topic,0.7161
R000366,E001478,topic,0.5192
R000367,E000136,topic,0.6978
R000368,E001517,topic,0.7252
R000369,E000742,topic,0.2003
R000370,E001358,topic,0.2206
R000371,E001766,topic,0.8776
R000372,E000547,topic,0.2449
R000373,E000815,topic,0.9041
R000374,E000603,topic,0.827
R000375,E000228,topic,0.8203
R000376,E000634,topic,0.2093
R000377,E001060,topic,0.7381
R000378,E000462,topic,0.4341
R000379,E000004,topic,0.2038
R000380,E000516,topic,0.4066
R000381,E000355,topic,0.2705
R000382,E001591,topic,0.819
R000383,E000312,topic,0.7758
R000384,E001065,topic,0.2917
R000385,E001440,topic,0.2151
R000386,E000332,topic,0.5739
R000387,E001308,topic,0.8343
R000388,E000287,topic,0.5333
R000389,E000569,topic,0.7784
R000390,E000847,topic,0.8251
R000391,E001443,topic,0.2255
R000392,E000622,topic,0.8324
R000393,E000923,topic,0.1682
R000394,E000112,topic,0.8723
R000395,E001633,topic,0.5984
R000396,E001278,topic,0.8329
R000397,E001723,topic,0.9046
R000398,E001975,topic,0.7334
R000399,E000045,topic,0.7359
R000400,E001068,topic,0.5742
R000401,E000535,topic,0.8705
R000402,E001071,topic,0.8391
R000403,E000992,topic,0.3163
R000404,E001896,topic,0.6456
R000405,E001570,topic,0.206
R000406,E000892,topic,0.4378
R000407,E001582,topic,0.7464
R000408,E000505,topic,0.9812
R000409,E000159,topic,0.0583
R000410,E001454,topic,0.6665
R000411,E001621,topic,0.5029
R000412,E000965,topic,0.6676
R000413,E001101,topic,0.171
R000414,E001891,topic,0.2206
R000415,E001788,topic,0.7284
R000416,E000827,topic,0.5737
R000417,E001180,topic,0.0671
R000418,E000017,topic,0.1256
R000419,E000764,topic,0.6024
R000420,E001543,topic,0.6038
R000421,E000050,topic,0.8158
R000422,E000779,topic,0.1588
R000423,E000999,topic,0.3393
R000424,E000281,topic,0.7733
R000425,E001885,topic,0.1783
R000426,E001033,topic,0.2424
R000427,E000128,topic,0.0445
R000428,E001271,topic,0.9557
R000429,E000407,topic,0.1285
R000430,E001498,topic,0.5059
R000431,E000675,topic,0.8221
R000432,E000383,topic,0.4399
R000433,E001723,topic,0.1676
R000434,E001679,topic,0.7983
R000435,E000447,topic,0.4157
R000436,E000459,topic,0.2366
R000437,E000227,topic,0.9259
R000438,E000591,topic,0.3265
R000439,E000051,topic,0.2345
R000440,E000134,topic,0.6035
R000441,E000879,topic,0.3852
R000442,E000410,topic,0.3263
R000443,E001323,topic,0.1024
R000444,E000252,topic,0.9412
R000445,E001796,topic,0.5497
R000446,E000768,topic,0.7816
R000447,E000243,topic,0.3618
R000448,E001945,topic,0.9916
R000449,E001327,topic,0.9999
R000450,E001923,topic,0.2988
R000451,E001198,topic,0.5317
R000452,E000126,topic,0.6931
R000453,E000950,topic,0.7293
R000454,E000609,topic,0.0494
R000455,E001870,topic,0.7027
R000456,E001086,topic,0.776
R000457,E000932,topic,0.417
R000458,E000091,topic,0.657
R000459,E000872,topic,0.4605
R000460,E001191,topic,0.8175
R000461,E000554,topic,0.429
R000462,E001619,topic,0.7117
R000463,E001966,topic,0.4306
R000464,E000230,topic,0.5043
R000465,E001130,topic,0.7107
R000466,E000742,topic,0.4882
R000467,E001621,topic,0.4821
R000468,E001645,topic,0.3098
R000469,E000667,topic,0.7308
R000470,E000706,topic,0.6914
R000471,E000587,topic,0.0816
R000472,E001301,topic,0.2224
R000473,E000700,topic,0.2306
R000474,E001764,topic,0.2186
R000475,E000275,topic,0.9709
R000476,E000077,topic,0.8721
R000477,E001672,topic,0.3527
R000478,E000534,topic,0.98
R000479,E001399,topic,0.8692
R000480,E000400,topic,0.3199
R000481,E000345,topic,0.8523
R000482,E000404,topic,0.4125
R000483,E000103,topic,0.0484
R000484,E000613,topic,0.3472
R000485,E001860,topic,0.9159
R000486,E000598,topic,0.9266
R000487,E001925,topic,0.8298
R000488,E001091,topic,0.4693
R000489,E001483,topic,0.0602
R000490,E001386,topic,0.3444
R000491,E000167,topic,0.0534
R000492,E001145,topic,0.9666
R000493,E000088,topic,0.827
R000494,E001158,topic,0.6817
R000495,E000039,topic,0.3637
R000496,E001232,topic,0.7191
R000497,E001800,topic,0.2293
R000498,E001191,topic,0.5629
R000499,E001317,topic,0.5683
R000500,E000065,topic,0.3416
R000501,E000775,topic,0.6435
R000502,E001609,topic,0.5903
R000503,E001787,topic,0.0216
R000504,E001710,topic,0.915
R000505,E000127,topic,0.8833
R000506,E000949,topic,0.319
R000507,E000091,topic,0.4927
R000508,E001337,topic,0.4475
R000509,E000279,topic,0.6558
R000510,E001502,topic,0.542
R000511,E000230,topic,0.7912
R000512,E000326,topic,0.8746
R000513,E000212,topic,0.3294
R000514,E000581,topic,0.9942
R000515,E001777,topic,0.8322
R000516,E000817,topic,0.326
R000517,E000454,topic,0.4208
R000518,E000653,topic,0.5197
R000519,E001141,topic,0.8625
R000520,E001642,topic,0.5125
R000521,E000843,topic,0.3796
R000522,E001445,topic,0.1165
R000523,E000146,topic,0.5212
R000524,E000547,topic,0.2921
R000525,E001716,topic,0.5842
R000526,E001804,topic,0.3733
R000527,E001311,topic,0.0428
R000528,E001196,topic,0.5981
R000529,E001938,topic,0.1522
R000530,E000901,topic,0.6542
R000531,E001981,topic,0.0115
R000532,E001135,topic,0.7282
R000533,E000344,topic,0.5024
R000534,E001453,topic,0.3852
R000535,E000635,topic,0.3774
R000536,E000157,topic,0.6018
R000537,E001682,topic,0.3347
R000538,E001595,topic,0.9249
R000539,E001927,topic,0.7025
R000540,E000086,topic,0.146
R000541,E000664,topic,0.4428
R000542,E000896,topic,0.9006
R000543,E001101,topic,0.7763
R000544,E000900,topic,0.4465
R000545,E000967,topic,0.3443
R000546,E000335,topic,0.4135
R000547,E001666,topic,0.1701
R000548,E001569,topic,0.3184
R000549,E000807,topic,0.1481
R000550,E001278,topic,0.853
R000551,E000349,topic,0.6238
R000552,E001454,topic,0.3245
R000553,E001546,topic,0.9545
R000554,E000610,topic,0.6094
R000555,E000259,topic,0.1235
R000556,E001148,topic,0.541
R000557,E000992,topic,0.7152
R000558,E000773,topic,0.1297
R000559,E000455,topic,0.5827
R000560,E001069,topic,0.5293
R000561,E000997,topic,0.8279
R000562,E001207,topic,0.4779
R000563,E000297,topic,0.077
R000564,E001887,topic,0.5509
R000565,E000217,topic,0.1323
R000566,E000490,topic,0.2428
R000567,E001644,topic,0.3106
R000568,E000428,topic,0.5166
R000569,E000507,topic,0.5278
R000570,E001977,topic,0.8584
R000571,E001965,topic,0.0445
R000572,E000451,topic,0.7462
R000573,E000930,topic,0.5795
R000574,E001771,topic,0.5758
R000575,E000115,topic,0.0813
R000576,E001967,topic,0.2669
R000577,E001386,topic,0.7265
R000578,E001257,topic,0.1727
R000579,E001383,topic,0.0949
R000580,E000833,topic,0.0268
R000581,E001789,topic,0.3303
R000582,E000208,topic,0.6575
R000583,E001701,topic,0.7512
R000584,E001770,topic,0.7949
R000585,E000741,topic,0.6728
R000586,E001905,topic,0.0879
R000587,E000882,topic,0.5913
R000588,E001521,topic,0.6011
R000589,E001963,topic,0.5522
R000590,E001363,topic,0.8512
R000591,E000566,topic,0.7879
R000592,E000985,topic,0.1234
R000593,E000355,topic,0.329
R000594,E001988,topic,0.4718
R000595,E000927,topic,0.4299
R000596,E001629,topic,0.9384
R000597,E001811,topic,0.9631
R000598,E001650,topic,0.5237
R000599,E001440,topic,0.7449
R000600,E000825,topic,0.1442
R000601,E001969,topic,0.6714
R000602,E000634,topic,0.4892
R000603,E000116,topic,0.0277
R000604,E001043,topic,0.8622
R000605,E000399,topic,0.6715
R000606,E001042,topic,0.2249
R000607,E001353,topic,0.2995
R000608,E000469,topic,0.6861
R000609,E000157,topic,0.4686
R000610,E001262,topic,0.5321
R000611,E000700,topic,0.4162
R000612,E000183,topic,0.399
R000613,E000923,topic,0.96
R000614,E001014,topic,0.1975
R000615,E000040,topic,0.209
R000616,E001396,topic,0.1303
R000617,E000813,topic,0.3867
R000618,E000921,topic,0.3413
R000619,E001966,topic,0.9817
R000620,E000683,topic,0.2919
R000621,E000374,topic,0.9738
R000622,E000915,topic,0.0037
R000623,E000955,topic,0.472
R000624,E001666,topic,0.0852
R000625,E001554,topic,0.4942
R000626,E001947,topic,0.5363
R000627,E001194,topic,0.0424
R000628,E000357,topic,0.8316
R000629,E001073,topic,0.6694
R000630,E001217,topic,0.7189
R000631,E001329,topic,0.5777
R000632,E001290,topic,0.1854
R000633,E000379,topic,0.523
R000634,E001989,topic,0.2643
R000635,E000618,topic,0.3904
R000636,E000478,topic,0.3968
R000637,E001437,topic,0.2351
R000638,E001616,topic,0.8856
R000639,E001799,topic,0.7241
R000640,E001754,topic,0.6103
R000641,E000552,topic,0.1643
R000642,E000330,topic,0.7046
R000643,E001159,topic,0.4328
R000644,E000193,topic,0.7873
R000645,E000293,topic,0.8351
R000646,E001165,topic,0.7011
R000647,E001974,topic,0.5245
R000648,E001028,topic,0.5846
R000649,E001392,topic,0.0247
R000650,E001090,topic,0.3677
R000651,E000301,topic,0.989
R000652,E001084,topic,0.4611
R000653,E000451,topic,0.5688
R000654,E000106,topic,0.1374
R000655,E001570,topic,0.5576
R000656,E000024,topic,0.4307
R000657,E000692,topic,0.1184
R000658,E000725,topic,0.2103
R000659,E000279,topic,0.0154
R000660,E001624,topic,0.8937
R000661,E001556,topic,0.8796
R000662,E001813,topic,0.9957
R000663,E001593,topic,0.1124
R000664,E001328,topic,0.1222
R000665,E001016,topic,0.2356
R000666,E000745,topic,0.62
R000667,E000233,topic,0.5979
R000668,E000321,topic,0.2257
R000669,E001824,topic,0.0779
R000670,E000464,topic,0.068
R000671,E001825,topic,0.1263
R000672,E001811,topic,0.2528
R000673,E000866,topic,0.6259
R000674,E000403,topic,0.3454
R000675,E001737,topic,0.4889
R000676,E000780,topic,0.9318
R000677,E000124,topic,0.8175
R000678,E000939,topic,0.6485
R000679,E000057,topic,0.2832
R000680,E000652,topic,0.0174
R000681,E000282,topic,0.717
R000682,E001745,topic,0.629
R000683,E001299,topic,0.0252
R000684,E001083,topic,0.4203
R000685,E001448,topic,0.5157
R000686,E001745,topic,0.5431
R000687,E001879,topic,0.8876
R000688,E001868,topic,0.7839
R000689,E000770,topic,0.3328
R000690,E001335,topic,0.1113
R000691,E000428,topic,0.554
R000692,E000361,topic,0.1783
R000693,E000654,topic,0.103
R000694,E001857,topic,0.0529
R000695,E001321,topic,0.2898
R000696,E001310,topic,0.934
R000697,E001093,topic,0.1118
R000698,E000741,topic,0.8031
R000699,E001325,topic,0.3993
R000700,E001793,topic,0.1601
R000701,E001645,topic,0.879
R000702,E001732,topic,0.8786
R000703,E000766,topic,0.0232
R000704,E000380,topic,0.6286
R000705,E000607,topic,0.4709
R000706,E000340,topic,0.9668
R000707,E000299,topic,0.9179
R000708,E000949,topic,0.8201
R000709,E001063,topic,0.2461
R000710,E001245,topic,0.395
R000711,E001509,topic,0.9215
R000712,E000455,topic,0.3031
R000713,E001474,topic,0.013
R000714,E001861,topic,0.441
R000715,E000198,topic,0.3552
R000716,E001679,topic,0.4455
R000717,E000255,topic,0.8086
R000718,E001258,topic,0.9667
R000719,E001183,topic,0.8139
R000720,E001136,topic,0.0145
R000721,E000359,topic,0.2176
R000722,E001676,topic,0.806
R000723,E000295,topic,0.9004
R000724,E000051,topic,0.9866
R000725,E001923,topic,0.9098
R000726,E000498,topic,0.2592
R000727,E000506,topic,0.1793
R000728,E000979,topic,0.2027
R000729,E000419,topic,0.5158
R000730,E001391,topic,0.4153
R000731,E000310,topic,0.9445
R000732,E001886,topic,0.0141
R000733,E001648,topic,0.7464
R000734,E000770,topic,0.7893
R000735,E001701,topic,0.0213
R000736,E001134,topic,0.2216
R000737,E000166,topic,0.2177
R000738,E001645,topic,0.6338
R000739,E001050,topic,0.5208
R000740,E000590,topic,0.7302
R000741,E000203,topic,0.0639
R000742,E001994,topic,0.7275
R000743,E000745,topic,0.6036
R000744,E001970,topic,0.639
R000745,E001994,topic,0.1097
R000746,E000505,topic,0.6618
R000747,E001040,topic,0.751
R000748,E001629,topic,0.6389
R000749,E001579,topic,0.1399
R000750,E001817,topic,0.6526
R000751,E000853,topic,0.4048
R000752,E000832,topic,0.9357
R000753,E000156,topic,0.3612
R000754,E001099,topic,0.9312
R000755,E000395,topic,0.2594
R000756,E000392,topic,0.92
R000757,E001520,topic,0.8096
R000758,E001206,topic,0.6107
R000759,E000199,topic,0.0209
R000760,E001220,topic,0.4924
R000761,E000471,topic,0.9805
R000762,E001306,topic,0.1071
R000763,E001355,topic,0.0871
R000764,E000522,topic,0.6952
R000765,E001423,topic,0.6058
R000766,E001505,topic,0.6584
R000767,E000639,topic,0.6153
R000768,E000726,topic,0.8303
R000769,E000268,topic,0.711
R000770,E001799,topic,0.7774
R000771,E000721,topic,0.2426
R000772,E001076,topic,0.6765
R000773,E000429,topic,0.9882
R000774,E001489,topic,0.7417
R000775,E001977,topic,0.2357
R000776,E000060,topic,0.6314
R000777,E001919,topic,0.9327
R000778,E000496,topic,0.9965
R000779,E001271,topic,0.3056
R000780,E001233,topic,0.5189
R000781,E000637,topic,0.5955
R000782,E000921,topic,0.3615
R000783,E000144,topic,0.9408
R000784,E000623,topic,0.1753
R000785,E001867,topic,0.6996
R000786,E001688,topic,0.6929
R000787,E000332,topic,0.2575
R000788,E001275,topic,0.0603
R000789,E000367,topic,0.9487
R000790,E001317,topic,0.9381
R000791,E001784,topic,0.5102
R000792,E000390,topic,0.9263
R000793,E001609,topic,0.0377
R000794,E001460,topic,0.0448
R000795,E001222,topic,0.6385
R000796,E001544,topic,0.3371
R000797,E000030,topic,0.4391
R000798,E000124,topic,0.5115
R000799,E000791,topic,0.0532
R000800,E001925,topic,0.2469
R000801,E001752,topic,0.7603
R000802,E001306,topic,0.4027
R000803,E001441,topic,0.5714
R000804,E000263,topic,0.6276
R000805,E001109,topic,0.4691
R000806,E000689,topic,0.4552
R000807,E001281,topic,0.2009
R000808,E001822,topic,0.4197
R000809,E000687,topic,0.4925
R000810,E000956,topic,0.6986
R000811,E001481,topic,0.0449
R000812,E000125,topic,0.0489
R000813,E000300,topic,0.81
R000814,E000953,topic,0.9767
R000815,E000554,topic,0.0036
R000816,E000103,topic,0.9293
R000817,E000027,topic,0.1824
R000818,E000101,topic,0.3742
R000819,E000906,topic,0.8957
R000820,E001957,topic,0.8349
R000821,E000872,topic,0.6124
R000822,E001285,topic,0.9529
R000823,E001556,topic,0.8781
R000824,E000563,topic,0.1835
R000825,E000451,topic,0.9179
R000826,E001759,topic,0.5169
R000827,E000597,topic,0.2081
R000828,E001148,topic,0.4608
R000829,E000794,topic,0.6407
R000830,E000573,topic,0.863
R000831,E000966,topic,0.6092
R000832,E000470,topic,0.184
R000833,E001459,topic,0.9137
R000834,E000033,topic,0.9684
R000835,E000748,topic,0.63
R000836,E000443,topic,0.3138
R000837,E001448,topic,0.9732
R000838,E000192,topic,0.9085
R000839,E001036,topic,0.2417
R000840,E001542,topic,0.9995
R000841,E000146,topic,0.9474
R000842,E001841,topic,0.523
R000843,E000483,topic,0.0669
R000844,E000004,topic,0.2852
R000845,E001804,topic,0.6399
R000846,E000564,topic,0.7796
R000847,E001747,topic,0.7249
R000848,E001423,topic,0.2388
R000849,E001728,topic,0.046
R000850,E000186,topic,0.4292
R000851,E000610,topic,0.7265
R000852,E000144,topic,0.8762
R000853,E001698,topic,0.3855
R000854,E001715,topic,0.0646
R000855,E001361,topic,0.902
R000856,E000943,topic,0.7045
R000857,E000764,topic,0.8431
R000858,E000191,topic,0.9859
R000859,E000615,topic,0.2863
R000860,E000765,topic,0.7975
R000861,E000912,topic,0.3109
R000862,E000890,topic,0.4047
R000863,E001270,topic,0.7199
R000864,E000474,topic,0.7717
R000865,E000681,topic,0.8066
R000866,E000172,topic,0.8661
R000867,E000046,topic,0.927
R000868,E000723,topic,0.8907
R000869,E001955,topic,0.7162
R000870,E000579,topic,0.6216
R000871,E001716,topic,0.6274
R000872,E000329,topic,0.0829
R000873,E000520,topic,0.632
R000874,E001174,topic,0.1422
R000875,E000060,topic,0.3649
R000876,E001479,topic,0.6888
R000877,E001457,topic,0.2327
